1,44.83,7,1,p,0,0,1.625,f,f,0,f,g,00160,2,-
1,20.67,5.29,0,g,8,0,0.375,t,t,01,f,g,00160,0,-
1,34.08,6.5,0,g,12,0,0.125,t,f,0,t,g,00443,0,-
0,19.17,0.585,1,p,12,0,0.585,t,f,0,t,g,00160,0,-
1,21.67,1.165,1,p,5,0,2.5,t,t,01,f,g,00180,20,-
1,21.50,9.75,0,g,0,0,0.25,t,f,0,f,g,00140,0,-
1,49.58,19,0,g,ff,ff,0,t,t,01,f,g,00094,0,-
0,27.67,1.5,0,g,6,0,2,t,f,0,f,2,00368,0,-
1,39.83,0.5,0,g,6,0,0.25,t,f,0,f,2,00288,0,-
0,0,3.5,0,g,1,0,3,t,f,0,t,g,00300,0,-
1,27.25,0.625,0,g,12,0,0.455,t,f,0,t,g,00200,0,-
1,37.17,4,0,g,0,2,5,t,f,0,t,2,00280,0,-
1,0,0.375,0,g,1,0,0.875,t,f,0,t,2,00928,0,-
1,25.67,2.21,1,p,12,0,4,t,f,0,f,g,00188,0,-
1,34.00,4.5,0,g,12,0,1,t,f,0,t,g,00240,0,-
0,49.00,1.5,0,g,j,j,0,t,f,0,t,g,00100,27,-
1,62.50,12.75,1,p,0,1,5,t,f,0,f,g,00112,0,-
1,31.42,15.5,0,g,0,0,0.5,t,f,0,f,g,00120,0,-
1,0,5,1,p,12,0,8.5,t,f,0,f,g,00000,0,-
1,52.33,1.375,1,p,0,1,9.46,t,f,0,t,g,00200,100,-
1,28.75,1.5,1,p,0,0,1.5,t,f,0,t,g,00000,225,-
0,28.58,3.54,0,g,3,2,0.5,t,f,0,t,g,00171,0,-
1,23.00,0.625,1,p,12,0,0.125,t,f,0,f,g,00180,1,-
1,0,0.5,0,g,0,2,0.835,t,f,0,t,2,00320,0,-
0,22.50,11,1,p,8,0,3,t,f,0,t,g,00268,0,-
0,28.50,1,0,g,8,0,1,t,t,02,t,g,00167,500,-
1,37.50,1.75,1,p,0,2,0.25,t,f,0,t,g,00164,400,-
1,35.25,16.5,1,p,0,0,4,t,f,0,f,g,00080,0,-
1,18.67,5,0,g,8,0,0.375,t,t,02,f,g,00000,38,-
1,25.00,12,0,g,5,0,2.25,t,t,02,t,g,00120,5,-
1,27.83,4,1,p,3,1,5.75,t,t,02,t,g,00075,0,-
1,54.83,15.5,0,g,11,5,0,t,t,20,f,g,00152,130,-
1,28.75,1.165,0,g,5,0,0.5,t,f,0,f,2,00280,0,-
0,25.00,11,1,p,12,0,4.5,t,f,0,f,g,00120,0,-
1,40.92,2.25,1,p,10,1,10,t,f,0,t,g,00176,0,-
0,19.75,0.75,0,g,0,0,0.795,t,t,05,t,g,00140,5,-
1,29.17,3.5,0,g,9,0,3.5,t,t,03,t,g,00329,0,-
0,24.50,1.04,1,p,ff,ff,0.5,t,t,03,f,g,00180,147,-
1,24.58,12.5,0,g,9,0,0.875,t,f,0,t,g,00260,0,-
0,33.75,0.75,0,g,5,2,1,t,t,03,t,g,00212,0,-
1,20.67,1.25,1,p,0,1,1.375,t,t,03,t,g,00140,210,-
0,25.42,1.125,0,g,8,0,1.29,t,t,02,f,g,00200,0,-
1,37.75,7,0,g,8,1,11.5,t,t,07,t,g,00300,5,-
1,52.50,6.5,0,g,5,0,6.29,t,t,15,f,g,00000,11202,+
1,57.83,7.04,0,g,6,0,14,t,t,06,t,g,00360,1332,+
0,20.75,10.335,0,g,2,1,0.335,t,t,01,t,g,00080,50,+
1,39.92,6.21,0,g,8,0,0.04,t,t,01,f,g,00200,300,+
1,25.67,12.5,0,g,2,0,1.21,t,t,67,t,g,00140,258,+
0,24.75,12.5,0,g,12,0,1.5,t,t,12,t,g,00120,567,+
0,44.17,6.665,0,g,8,0,7.375,t,t,03,t,g,00000,0,+
0,23.50,9,0,g,8,0,8.5,t,t,05,t,g,00120,0,+
1,34.92,5,0,g,10,1,7.5,t,t,06,t,g,00000,1000,+
1,47.67,2.5,0,g,6,2,2.5,t,t,12,t,g,00410,2510,+
1,22.75,11,0,g,8,0,2.5,t,t,07,t,g,00100,809,+
1,34.42,4.25,0,g,3,2,3.25,t,t,02,f,g,00274,610,+
0,28.42,3.5,0,g,9,0,0.835,t,f,0,f,2,00280,0,+
1,67.75,5.5,0,g,11,5,13,t,t,01,t,g,00000,0,+
1,20.42,1.835,0,g,0,0,2.25,t,t,01,f,g,00100,150,+
0,47.42,8,0,g,11,2,6.5,t,t,06,f,g,00375,51100,+
1,36.25,5,0,g,0,2,2.5,t,t,06,f,g,00000,367,+
1,32.67,5.5,0,g,8,1,5.5,t,t,12,t,g,00408,1000,+
1,48.58,6.5,0,g,8,1,6,t,f,0,t,g,00350,0,+
1,39.92,0.54,1,p,12,0,0.5,t,t,03,f,g,00200,1000,+
1,33.58,2.75,0,g,6,0,4.25,t,t,06,f,g,00204,0,+
0,18.83,9.5,0,g,9,0,1.625,t,t,06,t,g,00040,600,+
0,26.92,13.5,0,g,8,1,5,t,t,02,f,g,00000,5000,+
0,31.25,3.75,0,g,2,1,0.625,t,t,09,t,g,00181,0,+
0,56.50,16,0,g,j,ff,0,t,t,15,f,g,00000,247,+
1,43.00,0.29,1,p,2,1,1.75,t,t,08,f,g,00100,375,+
1,22.33,11,0,g,9,0,2,t,t,01,f,g,00080,278,+
1,27.25,1.665,0,g,2,1,5.085,t,t,09,f,g,00399,827,+
1,32.83,2.5,0,g,2,1,2.75,t,t,06,f,g,00160,2072,+
1,23.25,1.5,0,g,8,0,2.375,t,t,03,t,g,00000,582,+
0,40.33,7.54,1,p,8,1,8,t,t,14,f,g,00000,2300,+
0,30.50,6.5,0,g,0,2,4,t,t,07,t,g,00000,3065,+
0,52.83,15,0,g,0,0,5.5,t,t,14,f,g,00000,2200,+
0,46.67,0.46,0,g,2,1,0.415,t,t,11,t,g,00440,6,+
0,58.33,10,0,g,8,0,4,t,t,14,f,g,00000,1602,+
1,37.33,6.5,0,g,6,1,4.25,t,t,12,t,g,00093,0,+
1,23.08,2.5,0,g,0,0,1.085,t,t,11,t,g,00060,2184,+
1,32.75,1.5,0,g,2,1,5.5,t,t,03,t,g,00000,0,+
0,21.67,11.5,1,p,j,j,0,t,t,11,t,g,00000,0,+
0,28.50,3.04,1,p,10,1,2.54,t,t,01,f,g,00070,0,+
0,68.67,15,0,g,11,5,0,t,t,14,f,g,00000,3376,+
1,28.00,2,0,g,5,1,4.165,t,t,02,t,g,00181,0,+
1,34.08,0.08,1,p,6,2,0.04,t,t,01,t,g,00280,2000,+
1,27.67,2,0,g,10,1,1,t,t,04,f,g,00140,7544,+
1,44.00,2,0,g,6,0,1.75,t,t,02,t,g,00000,15,+
1,25.08,1.71,0,g,10,0,1.665,t,t,01,t,g,00395,20,+
1,32.00,1.75,1,p,11,1,0.04,t,f,0,t,g,00393,0,+
0,60.58,16.5,0,g,8,0,11,t,f,0,t,g,00021,10561,+
0,40.83,10,0,g,8,1,1.75,t,f,0,f,g,00029,837,+
1,19.33,9.5,0,g,8,0,1,t,f,0,t,g,00060,400,+
0,32.33,0.54,0,g,2,0,0.04,t,f,0,f,g,00440,11177,+
1,36.67,3.25,0,g,8,1,9,t,f,0,t,g,00102,639,+
1,37.50,1.125,1,p,1,0,1.5,f,f,0,t,g,00431,0,+
0,25.08,2.54,1,p,12,0,0.25,t,f,0,t,g,00370,0,+
1,41.33,0,0,g,0,2,15,t,f,0,f,g,00000,0,+
1,56.00,12.5,0,g,5,1,8,t,f,0,t,g,00024,2028,+
0,49.83,13.585,0,g,5,1,8.5,t,f,0,t,g,00000,0,+
1,22.67,10.5,0,g,8,1,1.335,t,f,0,f,g,00100,0,+
1,27.00,1.5,1,p,9,0,0.375,t,f,0,t,g,00260,1065,+
1,25.00,12.5,0,g,12,0,3,t,f,0,t,2,00020,0,+
0,26.08,8.665,0,g,12,0,1.415,t,f,0,f,g,00160,150,+
0,18.42,9.25,0,g,8,0,1.21,t,t,04,f,g,00060,540,+
1,20.17,8.17,0,g,12,0,1.96,t,t,14,f,g,00060,158,+
1,47.67,0.29,0,g,0,2,15,t,t,20,f,g,00000,15000,+
0,21.25,2.335,0,g,3,2,0.5,t,t,04,f,2,00080,0,+
0,20.67,3,0,g,8,0,0.165,t,t,03,f,g,00100,6,+
0,57.08,19.5,0,g,0,0,5.5,t,t,07,f,g,00000,3000,+
0,22.42,5.665,0,g,8,0,2.585,t,t,07,f,g,00129,3257,+
1,48.75,8.5,0,g,0,1,12.5,t,t,09,f,g,00181,1655,+
1,40.00,6.5,0,g,12,2,3.5,t,t,01,f,g,00000,500,+
1,40.58,5,0,g,0,0,5,t,t,07,f,g,00000,3065,+
0,28.67,1.04,0,g,0,0,2.5,t,t,05,t,g,00300,1430,+
0,33.08,4.625,0,g,8,1,1.625,t,t,02,f,g,00000,0,+
1,21.33,10.5,0,g,0,0,3,t,f,0,t,g,00000,0,+
1,42.00,0.205,0,g,3,1,5.125,t,f,0,f,g,00400,0,+
1,41.75,0.96,0,g,10,0,2.5,t,f,0,f,g,00510,600,+
1,22.67,1.585,1,p,9,0,3.085,t,t,06,f,g,00080,0,+
1,34.50,4.04,1,p,3,2,8.5,t,t,07,t,g,00195,0,+
1,28.25,5.04,1,p,0,2,1.5,t,t,08,t,g,00144,7,+
1,33.17,3.165,1,p,10,0,3.165,t,t,03,t,g,00380,0,+
1,48.17,7.625,0,g,9,1,15.5,t,t,12,f,g,00000,790,+
1,27.58,2.04,1,p,12,0,2,t,t,03,t,g,00370,560,+
1,22.58,10.04,0,g,10,0,0.04,t,t,09,f,g,00060,396,+
0,24.08,0.5,0,g,8,1,1.25,t,t,01,f,g,00000,678,+
0,41.33,1,0,g,3,2,2.25,t,f,0,t,g,00000,300,+
1,24.83,2.75,0,g,0,0,2.25,t,t,06,f,g,0,600,+
0,20.75,10.25,0,g,8,0,0.71,t,t,02,t,g,00049,0,+
1,36.33,2.125,1,p,9,0,0.085,t,t,01,f,g,00050,1187,+
0,35.42,12,0,g,8,1,14,t,t,08,f,g,00000,6590,+
0,71.58,0,0,0,0,0,0,f,f,0,f,p,0,0,+
1,28.67,9.335,0,g,8,1,5.665,t,t,06,f,g,00381,168,+
1,35.17,2.5,0,g,5,0,4.5,t,t,07,f,g,00150,1270,+
1,39.50,4.25,0,g,0,2,6.5,t,t,16,f,g,00117,1210,+
1,39.33,5.875,0,g,2,1,10,t,t,14,t,g,00399,0,+
1,24.33,6.625,1,p,1,0,5.5,t,f,0,t,2,00100,0,+
1,60.08,14.5,0,g,ff,ff,18,t,t,15,t,g,00000,1000,+
1,23.08,11.5,0,g,3,0,3.5,t,t,09,f,g,00056,742,+
1,26.67,2.71,1,p,2,0,5.25,t,t,01,f,g,00211,0,+
1,48.17,3.5,0,g,12,0,3.5,t,f,0,f,2,00230,0,+
1,41.17,4.04,0,g,2,1,7,t,t,08,f,g,00320,0,+
1,55.92,11.5,0,g,ff,ff,5,t,t,05,f,g,00000,8851,+
1,53.92,9.625,0,g,11,0,8.665,t,t,05,f,g,00000,0,+
0,18.92,9.25,1,p,0,0,1,t,t,04,t,g,00080,500,+
0,50.08,12.54,0,g,12,0,2.29,t,t,03,t,g,00156,0,+
1,65.42,11,0,g,11,5,20,t,t,07,t,g,00022,0,+
0,17.58,9,0,g,12,0,1.375,t,f,0,t,g,00000,0,+
0,18.83,9.54,0,g,12,0,0.085,t,f,0,f,g,00100,0,+
0,37.75,5.5,0,g,8,0,0.125,t,f,0,t,g,00228,0,+
1,23.25,4,0,g,0,2,0.25,t,f,0,t,g,00160,0,+
1,18.08,5.5,0,g,5,0,0.5,t,f,0,f,g,00080,0,+
0,22.50,8.46,1,p,10,0,2.46,f,f,0,f,g,00164,0,+
1,19.67,0.375,0,g,8,0,2,t,t,02,t,g,00080,0,+
1,22.08,11,0,g,2,0,0.665,t,f,0,f,g,00100,0,+
1,25.17,3.5,0,g,2,0,0.625,t,t,07,f,g,00000,7059,+
0,47.42,3,0,g,10,0,13.875,t,t,02,t,g,00519,1704,+
1,33.50,1.75,0,g,10,1,4.5,t,t,04,t,g,00253,857,+
1,27.67,13.75,0,g,9,0,5.75,t,f,0,t,g,00487,500,+
0,58.42,21,0,g,3,2,10,t,t,13,f,g,00000,6700,+
0,20.67,1.835,0,g,8,0,2.085,t,t,05,f,g,00220,2503,+
1,26.17,0.25,0,g,3,2,0,t,f,0,t,g,00000,0,+
1,21.33,7.5,0,g,12,0,1.415,t,t,01,f,g,00080,9800,+
1,42.83,4.625,0,g,8,0,4.58,t,f,0,f,2,00000,0,+
1,38.17,10.125,0,g,10,0,2.5,t,t,06,f,g,00520,196,+
1,20.50,10,1,p,0,0,2.5,t,f,0,f,2,00040,0,+
1,48.25,25.085,0,g,9,0,1.75,t,t,03,f,g,00120,14,+
1,28.33,5,0,g,9,0,11,t,f,0,t,g,00070,0,+
0,18.75,7.5,0,g,8,0,2.71,t,t,05,f,g,0,26726,+
1,18.50,2,0,g,3,0,1.5,t,t,02,f,g,00120,300,+
1,33.17,3.04,1,p,0,1,2.04,t,t,01,t,g,00180,18027,+
1,45.00,8.5,0,g,2,1,14,t,t,01,t,g,00088,2000,+
0,19.67,0.21,0,g,8,1,0.29,t,t,11,f,g,00080,99,+
0,24.50,12.75,0,g,0,2,4.75,t,t,02,f,g,00073,444,+
1,21.83,11,0,g,10,0,0.29,t,t,06,f,g,00121,0,+
1,40.25,21.5,0,g,11,5,20,t,t,11,f,g,00000,1200,+
1,41.42,5,0,g,8,1,5,t,t,06,t,g,00470,0,+
0,17.83,11,0,g,10,1,1,t,t,11,f,g,00000,3000,+
1,23.17,11.125,0,g,10,1,0.46,t,t,01,f,g,00100,0,+
1,0,0.625,0,g,5,0,0.25,f,f,0,f,g,00380,2010,-
1,18.17,10.25,0,g,0,1,1.085,f,f,0,f,g,00320,13,-
1,20.00,11.045,0,g,0,0,2,f,f,0,t,g,00136,0,-
1,20.00,0,0,g,1,0,0.5,f,f,0,f,g,00144,0,-
0,20.75,9.54,0,g,3,0,0.04,f,f,0,f,g,00200,1000,-
0,24.50,1.75,1,p,0,0,0.165,f,f,0,f,g,00132,0,-
1,32.75,2.335,0,g,1,1,5.75,f,f,0,t,g,00292,0,-
0,52.17,0,1,p,ff,ff,0,f,f,0,f,g,00000,0,-
0,48.17,1.335,0,g,3,8,0.335,f,f,0,f,g,00000,120,-
0,20.42,10.5,1,p,10,1,0,f,f,0,t,g,00154,32,-
1,50.75,0.585,0,g,ff,ff,0,f,f,0,f,g,00145,0,-
1,17.08,0.085,1,p,0,0,0.04,f,f,0,f,g,00140,722,-
1,18.33,1.21,1,p,11,6,0,f,f,0,f,g,00100,0,-
0,32.00,6,0,g,1,0,1.25,f,f,0,f,g,00272,0,-
1,59.67,1.54,0,g,8,0,0.125,t,f,0,t,g,00260,0,+
1,18.00,0.165,0,g,8,4,0.21,f,f,0,f,g,00200,40,+
1,37.58,0,0,0,0,0,0,f,f,0,f,p,0,0,+
1,32.33,2.5,0,g,0,0,1.25,f,f,0,t,g,00280,0,-
1,18.08,6.75,1,p,6,0,0.04,f,f,0,f,g,00140,0,-
1,38.25,10.125,1,p,5,0,0.125,f,f,0,f,g,00160,0,-
1,30.67,2.5,0,g,2,1,2.25,f,f,0,t,2,00340,0,-
1,18.58,5.71,0,g,1,0,0.54,f,f,0,f,g,00120,0,-
0,19.17,5.415,0,g,3,1,0.29,f,f,0,f,g,00080,484,-
0,18.17,10,1,p,8,1,0.165,f,f,0,f,g,00340,0,-
1,24.58,13.5,1,p,ff,ff,0,f,f,0,f,g,0,0,-
1,16.25,0.835,0,g,6,0,0.085,t,f,0,f,2,00200,0,-
1,21.17,0.875,1,p,0,1,0.25,f,f,0,f,g,00280,204,-
1,23.92,0.585,1,p,2,1,0.125,f,f,0,f,g,00240,1,-
1,17.67,4.46,0,g,0,0,0.25,f,f,0,f,2,00080,0,-
0,16.50,1.25,0,g,8,0,0.25,f,t,01,f,g,00108,98,-
1,23.25,12.625,0,g,0,0,0.125,f,t,02,f,g,00000,5552,-
1,17.58,10,0,g,9,1,0.165,f,t,01,f,g,00120,1,-
0,0,1.5,0,g,ff,ff,0,f,t,02,t,g,00200,105,-
1,29.50,0.58,0,g,9,0,0.29,f,t,01,f,g,00340,2803,-
1,18.83,0.415,1,p,0,0,0.165,f,t,01,f,g,00200,1,-
0,21.75,1.75,1,p,j,j,0,f,f,0,f,g,00160,0,-
1,23.00,0.75,0,g,6,0,0.5,f,f,0,t,2,00320,0,-
0,18.25,10,0,g,9,0,1,f,t,01,f,g,00120,1,-
1,25.42,0.54,0,g,9,0,0.165,f,t,01,f,g,00272,444,-
1,35.75,2.415,0,g,9,0,0.125,f,t,02,f,g,00220,1,-
0,16.08,0.335,0,g,ff,ff,0,f,t,01,f,g,00160,126,-
0,31.92,3.125,0,g,ff,ff,3.04,f,t,02,t,g,00200,4,-
1,69.17,9,0,g,ff,ff,4,f,t,01,f,g,00070,6,-
1,32.92,2.5,0,g,12,0,1.75,f,t,02,t,g,00720,0,-
1,16.33,2.75,0,g,12,0,0.665,f,t,01,f,g,00080,21,-
1,22.17,12.125,0,g,0,0,3.335,f,t,02,t,g,00180,173,-
0,57.58,2,0,g,ff,ff,6.5,f,t,01,f,g,00000,10,-
1,18.25,0.165,0,g,1,0,0.25,f,f,0,t,2,00280,0,-
1,23.42,1,0,g,0,0,0.5,f,f,0,t,2,00280,0,-
0,15.92,2.875,0,g,8,0,0.085,f,f,0,f,g,00120,0,-
0,24.75,13.665,0,g,8,1,1.5,f,f,0,f,g,00280,1,-
1,48.75,26.335,1,p,ff,ff,0,t,f,0,t,g,00000,0,-
1,23.50,2.75,0,g,ff,ff,4.5,f,f,0,f,g,00160,25,-
1,18.58,10.29,0,g,ff,ff,0.415,f,f,0,f,g,00080,0,-
1,27.75,1.29,0,g,5,1,0.25,f,f,0,t,2,00140,0,-
0,31.75,3,1,p,j,j,0,f,f,0,f,g,00160,20,-
0,24.83,4.5,0,g,9,0,1,f,f,0,t,g,00360,6,-
1,19.00,1.75,1,p,0,0,2.335,f,f,0,t,g,00112,6,-
0,16.33,0.21,0,g,12,0,0.125,f,f,0,f,g,00200,1,-
0,18.58,10,0,g,1,0,0.415,f,f,0,f,g,00080,42,-
1,16.25,0,1,p,12,0,0.25,f,f,0,f,g,00060,0,-
1,23.00,0.75,0,g,6,0,0.5,t,f,0,t,2,00320,0,-
1,21.17,0.25,1,p,0,1,0.25,f,f,0,f,g,00280,204,-
1,17.50,22,2,2,ff,8,0,f,f,0,t,p,00450,100000,+
1,19.17,0,1,p,6,2,0,f,f,0,t,2,00500,1,+
1,36.75,0.125,1,p,0,0,1.5,f,f,0,t,g,00232,113,+
1,21.25,1.5,0,g,9,0,1.5,f,f,0,f,g,00150,8,+
0,18.08,0.375,2,2,2,ff,10,f,f,0,t,2,00300,0,+
0,33.67,0.375,0,g,2,0,0.375,f,f,0,f,g,00300,44,+
1,48.58,0.205,1,p,5,0,0.25,t,t,11,f,g,00380,2732,+
1,33.67,1.25,0,g,9,0,1.165,f,f,0,f,g,00120,0,-
0,29.50,1.085,1,p,10,0,1,f,f,0,f,g,00280,13,-
1,30.17,1.085,1,p,0,0,0.04,f,f,0,f,g,00170,179,-
0,40.83,3.5,0,g,3,2,0.5,f,f,0,f,2,01160,0,-
1,34.83,2.5,1,p,9,0,3,f,f,0,f,2,00200,0,-
1,0,4,1,p,3,0,0.085,f,f,0,t,g,00411,0,-
1,20.42,0,0,0,0,0,0,f,f,0,f,p,0,0,-
0,33.25,2.5,1,p,0,0,2.5,f,f,0,t,g,00000,2,-
1,34.08,2.5,0,g,0,0,1,f,f,0,f,g,00460,16,-
0,25.25,12.5,0,g,1,0,1,f,f,0,t,g,00180,1062,-
1,34.75,2.5,0,g,2,2,0.5,f,f,0,f,g,00348,0,-
1,27.67,0.75,0,g,8,1,0.165,f,f,0,t,g,00220,251,-
1,47.33,6.5,0,g,0,0,1,f,f,0,t,g,00000,228,-
0,34.83,1.25,1,p,3,1,0.5,f,f,0,t,g,00160,0,-
0,33.25,3,1,p,12,0,2,f,f,0,f,g,00180,0,-
1,28.00,3,0,g,9,0,0.75,f,f,0,t,g,00300,67,-
0,39.08,4,0,g,0,0,3,f,f,0,f,g,00480,0,-
1,42.75,4.085,0,g,12,0,0.04,f,f,0,f,g,00108,100,-
1,26.92,2.25,0,g,3,2,0.5,f,f,0,t,g,00640,4000,-
1,33.75,2.75,0,g,3,2,0,f,f,0,f,g,00180,0,-
1,38.92,1.75,0,g,5,0,0.5,f,f,0,t,g,00300,2,-
1,62.75,7,0,g,11,5,0,f,f,0,f,g,00000,12,-
0,32.25,1.5,0,g,0,0,0.25,f,f,0,t,g,00372,122,-
1,26.75,4.5,1,p,0,2,2.5,f,f,0,f,g,00200,1210,-
1,63.33,0.54,0,g,0,0,0.585,t,t,03,t,g,00180,0,-
1,27.83,1.5,0,g,9,0,2.25,f,t,01,t,g,00100,3,-
0,26.17,2,0,g,j,j,0,f,f,0,t,g,00276,1,-
1,22.17,0.585,1,p,ff,ff,0,f,f,0,f,g,00100,0,-
1,22.50,11.5,1,p,6,0,1.5,f,f,0,t,g,00000,4000,-
1,30.75,1.585,0,g,1,0,0.585,f,f,0,t,2,00000,0,-
1,36.67,2,0,g,3,0,0.25,f,f,0,t,g,00221,0,-
0,16.00,0.165,0,g,12,0,1,f,t,02,t,g,00320,1,-
1,41.17,1.335,0,g,1,0,0.165,f,f,0,f,g,00168,0,-
0,19.50,0.165,0,g,8,0,0.04,f,f,0,t,g,00380,0,-
1,32.42,3,0,g,1,0,0.165,f,f,0,t,g,00120,0,-
0,36.75,4.71,0,g,ff,ff,0,f,f,0,f,g,00160,0,-
0,30.25,5.5,0,g,5,0,5.5,f,f,0,t,2,00100,0,-
1,23.08,2.5,0,g,ff,ff,0.085,f,f,0,t,g,00100,4208,-
1,26.83,0.54,0,g,5,ff,0,f,f,0,f,g,00100,0,-
1,16.92,0.335,1,p,5,0,0.29,f,f,0,f,2,00200,0,-
1,24.42,2,0,g,11,6,0.165,f,t,02,f,g,00320,1300,-
